[Header]
TITLE,20220201-VERTICAL_2.Dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,2.8,MASS:Sample Mass (mg)
INFO,,MASSERR:Sample Mass Error (mg)
INFO,985.272,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (µJ/K)
3852929333.75384,,1857,180,180,0.23987105,9.8999999E-6,181.66345,3.397629,223.66172,2.968,5279.2203,5.078,5914.8344,8.434,0.093601957,43.204211,1.138393,78.337758,,,1,,,,0.00013735316,85.63902,33001.611,1.2311872,0
3852930456.728,,1857,184.999,184.999,0.2278775,9.8999999E-6,186.72917,3.495736,226.03305,3.046,5482.1416,5.588,6124.4947,8.656,0.10040493,43.276803,1.0791975,78.912586,,,1,,,,0.00014194579,86.408423,34867.785,1.210486,0
3852931586.4355,,1857,190.001,190.001,0.20389038,9.8999999E-6,191.78486,3.5830061,227.92253,3.045,5682.2226,5.671,6329.9454,8.655,0.10873369,43.321455,1.0467525,79.079974,,,1,,,,0.0001465305,86.553606,36781.431,1.1884282,0
3852932710.96184,,1857,195.002,195.002,0.16790974,9.8999999E-6,196.84218,3.6670846,228.76267,2.992,5881.2685,5.352,6531.3788,8.504,0.10715505,43.343074,1.076692,78.202742,,,1,,,,0.00015111702,86.642909,38746.842,1.1621629,0
3852933838.21955,,1857,200.001,200.001,0.2278775,9.8999999E-6,201.90783,3.7516258,226.40207,2.929,6087.4318,5.093,6730.8337,8.323,0.11113671,43.272415,1.0684768,77.691014,,,1,,,,0.00015596408,86.686147,40766.773,1.121314,0
3852934755.55426,CALFILE: C:\QDDYNA~1\HEATCA~1\TempCal\Standard\Puck3139_1.cal|Addenda #15 measured on 2022/1/28 from 202.77 to 305.77 K
3852934755.55493,,1857,201.001,201.001,0.2278775,9.8999999E-6,203.20347,4.0523361,231.82401,2.988,6124.2225,5.964,6783.0326,6.043,9.3639987,42.208374,,,,,1,,,,0.00016070348,90.095363,41291.649,1.1408467,0
3852935875.46071,,1857,207.001,207.001,0.26385817,9.8999999E-6,208.91357,3.7840382,233.48313,3.454,6346.0448,5.713,7009.57,9.815,0.097352611,43.413899,1.3915273,72.64145,,,1,,,,0.00016202211,84.416748,43644.882,1.1176063,0
3852937018.13329,,1857,213.001,213.001,0.21588394,9.8999999E-6,215.02601,3.920829,235.8252,3.36,6600.4641,5.855,7270.6451,9.55,0.13186517,43.373861,1.7548112,67.219263,,,1,,,,0.00016835132,86.827798,46236.184,1.0967287,0
3852938118.3363,,1857,219,219,0.23987105,9.8999999E-6,221.06606,3.9977946,246.13387,3.78,6864.8821,6.162,7564.3588,10.74,0.12279693,43.692772,2.0338084,64.091717,,,1,,,,0.00017399618,86.747721,48870.204,1.1133951,0
3852939229.63149,,1857,225.001,225.001,0.2278775,9.8999999E-6,227.16942,4.1237899,280.08326,3.614,7092.2409,6.212,7888.1969,10.27,0.14261149,43.554578,1.3408497,74.528042,,,1,,,,0.00018176096,87.385543,51605.947,1.2329268,0
3852940292.79597,,1857,231,231,0.2278775,9.8999999E-6,233.20872,4.2350642,265.08936,4.143,7300.9632,6.939,8054.3086,11.77,0.11301738,43.209223,1.7382385,67.630319,,,1,,,,0.00018721591,87.109157,54386.307,1.1367043,0
3852941354.58099,,1857,237.001,237.001,0.21588394,9.8999999E-6,239.29127,4.330548,290.26679,4.13,7502.4743,7.363,8327.3703,11.74,0.1934573,42.500339,1.0391508,78.401396,,,1,,,,0.00019647954,86.418446,57260.313,1.2130271,0
3852942398.1394,,1857,243.001,243.001,0.25186461,9.8999999E-6,245.3623,4.4408971,275.35453,5.373,7698.2476,7.478,8480.7652,13.31,0.13667658,41.749014,,,,,1,,,,0.0002031369,85.000678,60202.66,1.1222365,0
3852943430.81961,,1857,249,249,0.21588394,9.8999999E-6,251.39324,4.5224925,275.09652,5.494,7887.0822,7.36,8668.8666,13.77,0.1404577,41.261511,,,,,1,,,,0.00021009571,83.498028,63198.559,1.0942877,0
3852944458.28755,,1857,255.001,255.001,0.23987105,9.8999999E-6,257.41743,4.6058673,271.15085,4.381,8072.0801,7.646,8842.6515,12.45,0.14351634,41.272203,1.4478461,69.248195,,,1,,,,0.00021500087,82.523022,66263.733,1.0533508,0
3852945483.38475,,1857,261.003,261.003,0.2758517,9.8999999E-6,263.4802,4.7172172,275.86559,4.454,8253.9429,7.655,9037.9129,12.66,0.15928833,40.757592,1.6187059,66.430995,,,1,,,,0.00022262609,82.544405,69421.816,1.0470069,0
3852946502.21631,,1857,266.998,266.998,0.2278775,9.8999999E-6,269.51186,4.7852955,282.15399,4.614,8439.258,7.833,9241.0987,13.11,0.17671775,40.340395,1.9199434,62.251066,,,1,,,,0.00023017642,81.515184,72636.645,1.0469075,0
3852947517.705,,1857,272.997,272.997,0.20389038,9.8999999E-6,275.54413,4.8467621,289.71935,4.719,8632.9288,7.737,9456.2692,13.41,0.19267572,39.955265,2.3076562,57.62921,,,1,,,,0.00023807191,80.68079,75924.569,1.0514445,0
3852948529.15738,,1857,278.999,278.999,0.21588394,9.8999999E-6,281.55935,4.885638,300.44307,5.155,8841.9353,8.825,9695.7509,14.65,0.20342773,39.732708,2.9278099,51.760701,,,1,,,,0.00024592949,79.910531,79275.668,1.0670683,0
3852949531.82212,,1857,284.998,284.998,0.25186461,9.8999999E-6,287.57606,4.9369075,314.4449,5.399,9045.6632,8.827,9939.27,15.34,0.19231652,39.573849,3.5106939,47.492788,,,1,,,,0.00025362289,79.465416,82699.992,1.0934321,0
3852950536.13142,,1857,291.002,291.002,0.25186461,9.8999999E-6,293.64987,5.0878885,324.23042,5.207,9169.3643,8.346,10090.78,14.8,0.19772529,38.789587,3.161305,49.996396,,,1,,,,0.00026250523,79.147698,86230.247,1.1041395,0
3852951526.02028,,1857,297.001,297.001,0.26385817,9.8999999E-6,299.71533,5.2562902,312.1278,5.273,9274.7042,9.442,10161.726,14.99,0.19977484,37.488855,2.1321771,58.064175,,,1,,,,0.00027264212,77.579174,89829.278,1.0414142,0
3852952493.69377,,1857,303,303,0.2278775,9.8999999E-6,305.71908,5.3642416,274.45039,5.802,9440.527,11.83,10220.475,16.49,0.15800368,36.51026,1.6240775,61.126027,,,1,,,,0.00028101955,74.97771,93464.157,0.89772085,0
3852955909.39687,Error: Warning: Current field is 499.68741 Oe;
3852955909.42736,Error: but addenda was obtained at 0.14392263 Oe.
3852956017.56607,CALFILE: C:\QDDYNA~1\HEATCA~1\TempCal\Standard\Puck3139_1.cal|Addenda #17 measured on 2022/1/29 from 1.8024 to 39.302 K
3852956017.56677,,1857,20,20,499.72339,9.8999999E-6,20.145135,0.41269198,30.296696,0.08908,77.266506,0.181,163.36532,0.2531,0.49487122,7.2991052,0.045620582,97.519904,,,1,,,,2.2540659E-5,13.17039,405.82648,1.5039212,0
3852956176.05636,,1857,19.7006,19.7006,499.6994,9.8999999E-6,19.888543,0.42714477,29.571887,0.07833,75.143937,0.1767,159.18295,0.2226,0.29239707,6.9593524,0.028978199,98.341377,,,1,,,,2.2981218E-5,14.59821,395.55414,1.4868805,0
3852956330.86068,,1857,19.399,19.399,499.67542,9.8999999E-6,19.583585,0.41212021,28.806003,0.08129,72.663381,0.1679,154.52586,0.231,0.17457579,6.8490005,0.029704084,98.272113,,,1,,,,2.2673633E-5,13.918705,383.51682,1.4709259,0
3852956487.59923,,1857,19.1003,19.1003,499.73535,9.8999999E-6,19.280491,0.40527384,28.109036,0.0751,70.192867,0.1568,150.07467,0.2134,0.20744004,6.7750768,0.030154406,98.225853,,,1,,,,2.2264855E-5,13.698001,371.73733,1.4579004,0
3852956641.9266,,1857,18.8002,18.8002,499.74734,9.8999999E-6,18.978166,0.39934662,27.415069,0.0714,67.76306,0.1455,145.67271,0.2029,0.26786245,6.6736497,0.029237932,98.252065,,,1,,,,2.193961E-5,13.550154,360.17077,1.4445584,0
3852956796.96913,,1857,18.5002,18.5002,499.6994,9.8999999E-6,18.673769,0.39278229,26.717655,0.06602,65.368439,0.1355,141.29614,0.1876,0.22924021,6.5840836,0.027285635,98.344571,,,1,,,,2.1565007E-5,13.347299,348.70963,1.4307586,0
3852956952.07213,,1857,18.1994,18.1994,499.6994,9.8999999E-6,18.370811,0.38640238,26.023308,0.06249,63.038553,0.1284,136.99302,0.1776,0.22409051,6.4952093,0.026618848,98.361407,,,1,,,,2.1194213E-5,13.168167,337.48669,1.4165574,0
3852957104.92816,,1857,17.9,17.9,499.75934,9.8999999E-6,18.066327,0.37975724,25.346229,0.06202,60.771959,0.1254,132.80226,0.1762,0.24735465,6.4132738,0.027489475,98.285123,,,1,,,,2.0814155E-5,12.990419,326.39216,1.4029542,0
3852957257.56328,,1857,17.6007,17.6007,499.79535,9.8999999E-6,17.763305,0.37347392,24.675915,0.06097,58.540653,0.1267,128.66602,0.1733,0.26618557,6.3206195,0.026246952,98.336583,,,1,,,,2.0459266E-5,12.826548,315.535,1.3891511,0
3852957410.13863,,1857,17.2998,17.2998,499.77133,9.8999999E-6,17.459539,0.36673442,24.046281,0.05979,56.347427,0.1292,124.68347,0.1699,0.26395765,6.2374893,0.025448202,98.363474,,,1,,,,2.008968E-5,12.641239,304.83551,1.3772575,0
3852957562.84798,,1857,16.9994,16.9994,499.79535,9.8999999E-6,17.155369,0.36029607,23.425545,0.05856,54.188596,0.1288,120.76059,0.1664,0.30554409,6.1570902,0.024872556,98.37725,,,1,,,,1.9711977E-5,12.474979,294.30668,1.3654935,0
3852957714.42128,,1857,16.6988,16.6988,499.75934,9.8999999E-6,16.852367,0.35397928,22.807946,0.0554,52.069403,0.1225,116.88628,0.1575,0.33947666,6.0753068,0.024562875,98.373447,,,1,,,,1.9337788E-5,12.31418,284.00226,1.3533972,0
3852957864.68735,,1857,16.3997,16.3997,499.74734,9.8999999E-6,16.549231,0.34740957,22.208039,0.05084,49.979983,0.112,113.09201,0.1445,0.37073826,5.9891322,0.023326429,98.430041,,,1,,,,1.8977036E-5,12.150614,273.87706,1.3419378,0
3852958014.57261,,1857,16.0995,16.0995,499.81934,9.8999999E-6,16.245834,0.34046122,21.658195,0.0485,47.943352,0.1007,109.4928,0.1378,0.30479582,5.9212837,0.023425879,98.402039,,,1,,,,1.8586662E-5,11.978264,263.92711,1.3331538,0
3852958166.18655,,1857,15.8003,15.8003,499.79535,9.8999999E-6,15.942257,0.33424831,21.078736,0.04489,45.921139,0.09133,105.82385,0.1276,0.39466572,5.8439691,0.023228439,98.391085,,,1,,,,1.8203476E-5,11.842567,254.15555,1.3221927,0
3852958315.04096,,1857,15.4999,15.4999,499.83133,9.8999999E-6,15.63906,0.32766947,20.537885,0.04317,43.942781,0.08488,102.30847,0.1227,0.32507934,5.7744486,0.023169974,98.371647,,,1,,,,1.7813279E-5,11.687938,244.58021,1.3132429,0
3852958464.22331,,1857,15.1997,15.1997,499.85529,9.8999999E-6,15.336126,0.3213535,20.007845,0.04052,42.013216,0.08107,98.872608,0.1152,0.40210811,5.6978014,0.021678799,98.451051,,,1,,,,1.7443401E-5,11.548897,235.19675,1.3046219,0
3852958613.43649,,1857,14.8992,14.8992,499.80734,9.8999999E-6,15.032386,0.3146986,19.484484,0.03911,40.133014,0.07954,95.505088,0.1111,0.36001588,5.6284108,0.020861249,98.486149,,,1,,,,1.7056396E-5,11.395603,225.97264,1.296167,0
3852958762.0353,,1857,14.6,14.6,499.81934,9.8999999E-6,14.729131,0.30803504,18.998623,0.04041,38.309061,0.07929,92.300389,0.1148,0.48167876,5.5636532,0.019558489,98.558541,,,1,,,,1.6673205E-5,11.256822,216.94729,1.2898672,0
3852958910.75201,,1857,14.3001,14.3001,499.80734,9.8999999E-6,14.425551,0.30128652,18.523337,0.03887,36.529529,0.0788,89.170163,0.1105,0.41469341,5.4921517,0.018140586,98.639768,,,1,,,,1.6314211E-5,11.127306,208.09653,1.2840644,0
3852959060.06727,,1857,14.0003,14.0003,499.84329,9.8999999E-6,14.122566,0.2944443,18.058815,0.03778,34.794729,0.07655,86.115259,0.1074,0.51881921,5.4449335,0.018996922,98.557039,,,1,,,,1.5898196E-5,10.984303,199.44688,1.2787205,0
3852959206.95953,,1857,13.6999,13.6999,499.85529,9.8999999E-6,13.819824,0.28775021,17.631598,0.03615,33.110596,0.07212,83.217037,0.1027,0.49966001,5.3962932,0.018988736,98.537004,,,1,,,,1.5504452E-5,10.889867,190.98755,1.2758192,0
3852959354.42309,,1857,13.4005,13.4005,499.83133,9.8999999E-6,13.513929,0.28112942,17.225983,0.03374,31.424719,0.06627,80.378462,0.09588,0.47844682,5.3525657,0.018947609,98.51891,,,1,,,,1.5100849E-5,10.792586,182.62628,1.2746835,0
3852959500.61752,,1857,13.1,13.1,499.79535,9.8999999E-6,13.211592,0.27469033,16.846284,0.03104,29.786032,0.06012,77.660725,0.08822,0.46514384,5.3065359,0.017630551,98.599429,,,1,,,,1.4714185E-5,10.705131,174.54615,1.2751139,0
3852959646.1266,,1857,12.8,12.8,499.81934,9.8999999E-6,12.909409,0.26836331,16.458547,0.02781,28.179111,0.05456,74.951912,0.07903,0.40313275,5.2697979,0.016885152,98.638325,,,1,,,,1.4299627E-5,10.613072,166.65283,1.2749265,0
3852959793.90993,,1857,12.5,12.5,499.85529,9.8999999E-6,12.606751,0.26190695,16.104867,0.02638,26.613918,0.05045,72.381613,0.07496,0.50553788,5.2327648,0.016375267,98.657533,,,1,,,,1.3907876E-5,10.539596,158.93017,1.2774796,0
3852959941.08081,,1857,12.2,12.2,499.78333,9.8999999E-6,12.304157,0.25562555,15.743288,0.02525,25.108834,0.04867,69.848972,0.07175,0.39344042,5.2090018,0.015964134,98.672059,,,1,,,,1.348355E-5,10.46553,151.39227,1.2795097,0
3852960088.88163,,1857,11.8992,11.8992,499.81934,9.8999999E-6,11.99904,0.24894301,15.443408,0.02627,23.659797,0.04949,67.547721,0.07467,0.47890907,5.1858391,0.014610057,98.764374,,,1,,,,1.3094407E-5,10.418004,143.97696,1.2870537,0
3852960235.68605,,1857,11.6001,11.6001,499.84329,9.8999999E-6,11.69635,0.24225105,15.143129,0.02551,22.281257,0.05112,65.31583,0.07249,0.54357873,5.1839154,0.015904969,98.637284,,,1,,,,1.2675509E-5,10.371678,136.8046,1.2946884,0
3852960382.44824,,1857,11.2999,11.2999,499.80734,9.8999999E-6,11.393889,0.23575748,14.900599,0.02508,20.94546,0.05143,63.2908,0.07127,0.70494931,5.1668693,0.013609422,98.811821,,,1,,,,1.2315462E-5,10.367831,129.8207,1.3077712,0
3852960528.53555,,1857,10.9998,10.9998,499.83133,9.8999999E-6,11.091117,0.22884253,14.682741,0.02455,19.640906,0.04877,61.367124,0.06976,0.52250716,5.1879945,0.014321916,98.73259,,,1,,,,1.1899075E-5,10.333739,123.01288,1.3238289,0
3852960676.36719,,1857,10.7001,10.7001,499.81934,9.8999999E-6,10.788413,0.22261584,14.486117,0.02292,18.369414,0.04398,59.536856,0.06513,0.38651381,5.2063791,0.013680454,98.768932,,,1,,,,1.1503695E-5,10.375989,116.38986,1.3427477,0
3852960824.26776,,1857,10.4006,10.4006,499.86728,9.8999999E-6,10.48653,0.21592188,14.301722,0.02038,17.139385,0.03869,57.782804,0.05792,0.70698931,5.2115447,0.011903965,98.905261,,,1,,,,1.1148318E-5,10.412758,109.9673,1.3638184,0
3852960973.42705,,1857,10.0996,10.0996,499.83133,9.8999999E-6,10.183871,0.20924618,14.123623,0.01812,15.951668,0.03435,56.088954,0.0515,0.85936637,5.2605297,0.011741974,98.902885,,,1,,,,1.0722928E-5,10.423089,103.71123,1.386862,0
3852961147.42992,,1857,9.78615,9.78615,499.85529,9.8999999E-6,9.8299011,0.20204714,13.89007,0.02182,14.619198,0.03059,54.09276,0.062,0.54669752,5.2344561,0.008417642,99.184147,,,1,,,,1.0379318E-5,10.521059,96.626957,1.4130427,0
3852961295.84109,,1857,9.49994,9.49994,499.85529,9.8999999E-6,9.519243,0.19325198,13.869271,0.01624,13.503992,0.02784,52.918446,0.04615,0.38213307,5.4038424,0.010954209,98.932155,,,1,,,,9.851501E-6,10.468912,90.615987,1.456972,0
3852961461.67756,,1857,9.18919,9.18919,499.84329,9.8999999E-6,9.2036146,0.18820244,13.730585,0.01986,12.417375,0.02497,51.437705,0.05643,0.11513764,5.3697114,0.0084397659,99.140586,,,1,,,,9.6270923E-6,10.807685,84.706521,1.4918688,0
3852961613.61864,,1857,8.89987,8.89987,499.84329,9.8999999E-6,8.9099391,0.17952159,13.7494,0.01548,11.4529,0.02231,50.526699,0.04398,0.38078074,5.5926287,0.0099112527,98.986927,,,1,,,,9.0899123E-6,10.739423,79.387015,1.5431531,0
3852961766.29264,,1857,8.60002,8.60002,499.83133,9.8999999E-6,8.6073857,0.17551514,13.724589,0.01857,10.500144,0.02002,49.503433,0.05278,1.3465158,5.7380312,0.010073509,98.946767,,,1,,,,8.6843583E-6,11.185257,74.087088,1.594513,0
3852961919.93537,,1857,8.29997,8.29997,499.86728,9.8999999E-6,8.3041934,0.16913775,13.724712,0.01243,9.5967847,0.01865,48.600424,0.03533,0.56464897,5.877768,0.0092214818,99.007101,,,1,,,,8.3220081E-6,11.476062,68.959628,1.6527447,0
3852962073.87794,,1857,8.00017,8.00017,499.85529,9.8999999E-6,8.0008336,0.16249904,13.750105,0.01201,8.7395197,0.01812,47.815323,0.03414,0.46224951,6.0741191,0.0091181941,98.991535,,,1,,,,7.925616E-6,11.755536,64.013338,1.7185841,0
3852962229.81105,,1857,7.7001,7.7001,499.80734,9.8999999E-6,7.6980588,0.15646621,13.79546,0.01071,7.9237248,0.01771,47.12842,0.03044,0.63651584,6.2787329,0.0088071779,98.993141,,,1,,,,7.5589452E-6,12.148238,59.26011,1.79207,0
3852962387.55404,,1857,7.40041,7.40041,499.84329,9.8999999E-6,7.3953452,0.14985092,13.869601,0.01056,7.152114,0.01672,46.567507,0.03,0.35472473,6.521124,0.0085081511,98.991908,,,1,,,,7.1931919E-6,12.557466,54.69113,1.8754501,0
3852962547.05846,,1857,7.10014,7.10014,499.77133,9.8999999E-6,7.0923017,0.1432163,13.973464,0.01045,6.4183041,0.01485,46.128859,0.0297,0.50323508,6.7976741,0.0080504309,99.006461,,,1,,,,6.8365033E-6,13.042248,50.300743,1.9702297,0
3852962706.5404,,1857,6.79975,6.79975,499.81934,9.8999999E-6,6.7898008,0.13684987,14.092062,0.0102,5.7224652,0.01255,45.77006,0.02899,0.50943673,7.1133965,0.0073210733,99.054402,,,1,,,,6.4814204E-6,13.595348,46.101394,2.0754751,0
3852962871.50746,,1857,6.50002,6.50002,499.83133,9.8999999E-6,6.4874674,0.13054461,14.222448,0.009945,5.0673474,0.01035,45.48548,0.02826,1.3330974,7.4921264,0.0072272707,99.019949,,,1,,,,6.1185965E-6,14.226793,42.087234,2.1922959,0
3852963037.80543,,1857,6.20025,6.20025,499.75934,9.8999999E-6,6.1853546,0.1242175,14.361831,0.009178,4.4560104,0.008626,45.270249,0.02608,4.4980942,7.9154546,0.0067318593,99.03579,,,1,,,,5.7645218E-6,14.984253,38.258611,2.3219091,0
3852963208.2341,,1857,5.89967,5.89967,499.79535,9.8999999E-6,5.8834932,0.11796054,14.541795,0.009579,3.8897426,0.007402,45.215414,0.02722,0.70395565,8.4324085,0.0063512906,99.035781,,,1,,,,5.4057427E-6,15.830909,34.615493,2.4716261,0
3852963381.44131,,1857,5.59976,5.59976,499.84329,9.8999999E-6,5.582597,0.11199426,14.705168,0.009839,3.3766194,0.006643,45.166573,0.02796,1.4712143,8.9902813,0.0060456737,99.02095,,,1,,,,5.0664858E-6,16.864817,31.165389,2.6341089,0
3852963557.16899,,1857,5.29983,5.29983,499.83133,9.8999999E-6,5.2790307,0.10562565,14.912226,0.01094,2.9136886,0.00627,45.29207,0.03109,1.2098251,9.6576429,0.00555047,99.038219,,,1,,,,4.7296595E-6,17.980563,27.868165,2.8248038,0
3852963737.47694,,1857,5.00021,5.00021,499.81934,9.8999999E-6,4.978458,0.09937478,15.166888,0.01192,2.5015104,0.006066,45.603605,0.03388,0.65689449,10.474359,0.0052475784,99.026177,,,1,,,,4.392099E-6,19.315286,24.785044,3.0465032,0
3852963923.59939,,1857,4.69975,4.69975,499.84329,9.8999999E-6,4.6787787,0.093244878,15.548801,0.01169,2.1246709,0.005757,46.312106,0.03323,0.62136028,11.468075,0.0047660376,99.043028,,,1,,,,4.0738867E-6,20.948719,21.89097,3.3232606,0
3852964119.50468,,1857,4.39998,4.39998,499.78333,9.8999999E-6,4.3773304,0.084214854,17.042765,0.04015,1.7713126,0.00511,50.204377,0.1141,7.5045137,13.590437,0.0044340702,99.033384,,,1,,,,3.7276638E-6,22.936149,19.161021,3.8934153,0
3852964529.59708,,1857,4.10018,4.10018,499.81934,9.8999999E-6,4.0833258,0.081960941,29.826912,0.1218,1.4518817,0.004226,86.215636,0.3461,7.4424412,23.858646,0.0031665222,99.192289,,,1,,,,3.6420477E-6,46.224017,16.67355,7.3045633,0
3852964960.58135,,1857,3.80032,3.80032,499.79535,9.8999999E-6,3.785857,0.077819422,19.793594,0.17,1.1633432,0.003304,57.413864,0.4832,33.341044,17.377335,0.0067990802,97.991912,,,1,,,,3.3689668E-6,35.676504,14.332714,5.2282994,0
3852965197.60473,,1857,3.49998,3.49998,499.83133,9.8999999E-6,3.4919439,0.080888579,14.705743,0.03066,0.91867264,0.002576,42.71026,0.08712,17.644596,14.784026,0.0029837052,99.032515,,,1,,,,2.9159742E-6,34.75467,12.193672,4.2113344,0
3852965415.95185,,1857,3.19983,3.19983,499.80734,9.8999999E-6,3.1936986,0.070513846,12.553359,0.01788,0.71272643,0.002081,36.38755,0.05082,2.896883,14.099386,0.0027030733,98.992281,,,1,,,,2.6060474E-6,29.568051,10.199711,3.9306648,0
3852965629.99891,,1857,2.90031,2.90031,499.77133,9.8999999E-6,2.8962062,0.063800716,10.924557,0.01334,0.5436174,0.001746,31.589623,0.03792,1.1481251,13.760922,0.0022836874,99.009603,,,1,,,,2.3177869E-6,28.198771,8.3880102,3.7720233,0
3852965840.54983,,1857,2.60016,2.60016,499.77133,9.8999999E-6,2.6030386,0.057243312,9.5887645,0.01144,0.40767745,0.001489,27.657554,0.0325,0.49841485,13.637426,0.001997865,98.981483,,,1,,,,2.0483237E-6,27.521843,6.77581,3.6836812,0
3852966050.76482,,1857,2.30004,2.30004,499.83133,9.8999999E-6,2.3123485,0.051288042,8.3924248,0.009983,0.29911378,0.001258,24.149167,0.02837,0.44123158,13.588196,0.001749474,98.936738,,,1,,,,1.7958483E-6,27.274851,5.3469556,3.6293945,0
3852966260.85344,,1857,1.99991,1.99991,499.84329,9.8999999E-6,2.0229195,0.045692715,7.3011332,0.008238,0.21507548,0.001052,20.963836,0.02341,0.26204691,13.704066,0.0015435835,98.878656,,,1,,,,1.5467492E-6,27.176392,4.0922033,3.609206,0
3852966685.403,Error: Warning: Current field is 999.81848 Oe;
3852966685.42357,Error: but addenda was obtained at 0.14392263 Oe.
3852966797.97475,,1857,20.0003,20.0003,999.84253,9.8999999E-6,20.176379,0.43156633,30.356356,0.07708,77.502364,0.1813,163.77072,0.2191,5.6051695,7.1841928,0.038197317,97.886994,,,1,,,,2.2933256E-5,14.182561,407.08628,1.5045492,0
3852966954.67916,,1857,19.7,19.7,999.79462,9.8999999E-6,19.890093,0.42353754,29.568262,0.0824,75.154101,0.1767,159.18281,0.2342,0.21714218,6.9644108,0.029437196,98.316541,,,1,,,,2.296613E-5,14.368386,395.61578,1.4865824,0
3852967111.25451,,1857,19.4004,19.4004,999.81848,9.8999999E-6,19.585689,0.41247976,28.831032,0.07855,72.682835,0.168,154.61644,0.2232,0.22295034,6.8734804,0.031305833,98.186027,,,1,,,,2.2611874E-5,13.928822,383.59921,1.4720459,0
3852967267.14273,,1857,19.0998,19.0998,999.81848,9.8999999E-6,19.281573,0.40634272,28.110896,0.07619,70.202893,0.1569,150.08998,0.2165,0.26842241,6.7842793,0.030067522,98.233317,,,1,,,,2.2236425E-5,13.746961,371.77904,1.4579151,0
3852967421.95639,,1857,18.8006,18.8006,999.79462,9.8999999E-6,18.977471,0.39983557,27.438116,0.06983,67.75903,0.1455,145.73417,0.1985,0.25917738,6.6954727,0.029383869,98.248964,,,1,,,,2.1877623E-5,13.568559,360.14442,1.4458257,0
3852967576.29732,,1857,18.5,18.5,999.75854,9.8999999E-6,18.673894,0.39379482,26.724724,0.06782,65.372332,0.1355,141.32012,0.1927,0.22556673,6.6093519,0.029312511,98.229221,,,1,,,,2.1493665E-5,13.390945,348.71433,1.4311275,0
3852967730.06296,,1857,18.1992,18.1992,999.79462,9.8999999E-6,18.370489,0.38761686,26.044106,0.06455,63.037796,0.1284,137.05136,0.1834,0.22877655,6.5138491,0.026501915,98.373078,,,1,,,,2.1141896E-5,13.218704,337.47487,1.4177143,0
3852967883.11043,,1857,17.8998,17.8998,999.83057,9.8999999E-6,18.065413,0.38056945,25.376164,0.06203,60.767531,0.1254,132.88291,0.1763,0.2878689,6.4424378,0.028452855,98.233222,,,1,,,,2.0735931E-5,13.027698,326.35916,1.4046822,0
3852968036.11913,,1857,17.6,17.6,999.81848,9.8999999E-6,17.762061,0.37479833,24.707989,0.05995,58.534485,0.1267,128.751,0.1704,0.28085829,6.3518891,0.027414474,98.271353,,,1,,,,2.0376229E-5,12.884876,315.4908,1.3910542,0
3852968186.77582,,1857,17.2993,17.2993,999.83057,9.8999999E-6,17.458867,0.36810097,24.06541,0.05994,56.345003,0.1292,124.7354,0.1703,0.23892218,6.2631897,0.026120866,98.3272,,,1,,,,2.0017918E-5,12.703778,304.81203,1.3784062,0
3852968339.78832,,1857,17,17,999.77063,9.8999999E-6,17.154844,0.36144115,23.436057,0.05935,54.186566,0.1288,120.78844,0.1687,0.26434942,6.1734498,0.025255466,98.356676,,,1,,,,1.9665592E-5,12.526379,294.28868,1.3661481,0
3852968492.13085,,1857,16.6995,16.6995,999.81848,9.8999999E-6,16.851172,0.35467657,22.839007,0.05621,52.062703,0.1225,116.96785,0.1597,0.2812398,6.0999799,0.024816921,98.363047,,,1,,,,1.9273781E-5,12.3469,283.962,1.3553364,0
3852968642.86943,,1857,16.3989,16.3989,999.80658,9.8999999E-6,16.548267,0.3485295,22.240038,0.05299,49.976149,0.112,113.17911,0.1506,0.37253282,6.0233863,0.024850225,98.33725,,,1,,,,1.8889437E-5,12.19996,273.84515,1.3439497,0
3852968794.39533,,1857,16.1004,16.1004,999.85455,9.8999999E-6,16.244624,0.34208794,21.672466,0.0488,47.917371,0.1006,109.50737,0.1387,0.36067416,5.9441307,0.023574048,98.39788,,,1,,,,1.8518038E-5,12.046773,263.88782,1.3341316,0
