[Header]
TITLE,20220201-VERTICAL_2.Dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,2.8,MASS:Sample Mass (mg)
INFO,,MASSERR:Sample Mass Error (mg)
INFO,985.272,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (µJ/K)
3852985627.36422,,1857,4.69976,4.69976,1999.781,9.8999999E-6,4.6733534,0.094223593,14.912817,0.01212,2.117863,0.005748,44.497924,0.03445,1.6078399,11.056459,0.0050314396,98.987719,,,1,,,,4.0619588E-6,20.54306,21.840232,3.1910313,0
3852985818.88787,,1857,4.3998,4.3998,1999.7211,9.8999999E-6,4.3733455,0.087991045,15.104813,0.01088,1.7666285,0.005099,44.692316,0.03091,0.72851994,12.051085,0.004574414,98.991587,,,1,,,,3.7434364E-6,22.112917,19.126151,3.4538349,0
3852986016.96766,,1857,4.10017,4.10017,1999.7211,9.8999999E-6,4.0659633,0.068055136,20.572186,0.2129,1.4345963,0.004172,59.897763,0.6049,14.039602,17.194223,0.0021452878,99.463675,,,1,,,,3.5014956E-6,24.102169,16.532058,5.0596094,0
3852986252.25085,,1857,3.79977,3.79977,1999.733,9.8999999E-6,3.7718607,0.066361365,25.102612,0.1473,1.1514359,0.003266,72.489415,0.4185,3.0017469,22.604173,0.006433406,98.147062,,,1,,,,3.2655567E-6,34.388445,14.226933,6.6552329,0
3852986663.59653,,1857,3.49994,3.49994,1999.781,9.8999999E-6,3.4805525,0.074501717,15.8677,0.04154,0.91046758,0.002555,46.004168,0.1181,3.8921872,16.02203,0.0035993417,98.829322,,,1,,,,2.9039935E-6,32.095801,12.114245,4.5589602,0
3852986892.15615,,1857,3.19991,3.19991,1999.733,9.8999999E-6,3.1855414,0.072053425,12.945533,0.02259,0.70741037,0.002069,37.496735,0.0642,5.1208949,14.519117,0.0027817631,98.954801,,,1,,,,2.6088404E-6,32.044059,10.147674,4.0638406,0
3852987109.75002,,1857,2.90015,2.90015,1999.781,9.8999999E-6,2.8866619,0.064039929,11.052318,0.01533,0.53868602,0.001737,31.947769,0.04358,1.9469321,13.938487,0.0023178074,98.987303,,,1,,,,2.314723E-6,29.038235,8.3328166,3.828754,0
3852987324.03352,,1857,2.6003,2.6003,1999.793,9.8999999E-6,2.5925098,0.057118496,9.617326,0.01189,0.40323008,0.00148,27.734275,0.03378,2.2965302,13.70036,0.0020326036,98.954197,,,1,,,,2.0451263E-6,27.876975,6.721107,3.7096585,0
3852987534.56351,,1857,2.30043,2.30043,1999.769,9.8999999E-6,2.3006524,0.050972768,8.4050939,0.01033,0.29527319,0.001249,24.18133,0.02937,0.59167692,13.672522,0.0017885108,98.90405,,,1,,,,1.7877325E-6,27.40072,5.2930015,3.6533523,0
3852987745.46965,,1857,1.99978,1.99978,1999.745,9.8999999E-6,2.0095049,0.045476029,7.2857398,0.009641,0.21174078,0.001043,20.916756,0.0274,0.55656462,13.799964,0.0016343425,98.80439,,,1,,,,1.5336848E-6,27.345045,4.0381099,3.6256393,0
3852988189.96727,Error: Warning: Current field is 3999.8379 Oe;
3852988189.98744,Error: but addenda was obtained at 0.14392263 Oe.
3852988300.01498,,1857,19.9995,19.9995,3999.814,9.8999999E-6,20.185356,0.43065701,30.510348,0.07684,77.571907,0.1813,164.27789,0.2184,1.3186209,7.1510763,0.036248465,97.984105,,,1,,,,2.3104807E-5,14.182561,407.4486,1.511509,0
3852988457.6943,,1857,19.7003,19.7003,3999.8379,9.8999999E-6,19.890996,0.42137589,29.740557,0.08218,75.161291,0.1767,159.67964,0.2335,0.21707308,6.9804355,0.031040383,98.228938,,,1,,,,2.2991379E-5,14.302153,395.65173,1.4951768,0
3852988614.84508,,1857,19.3996,19.3996,3999.8379,9.8999999E-6,19.584762,0.41216042,29.030311,0.08054,72.676806,0.1679,155.17674,0.2289,0.17368004,6.9017859,0.032202009,98.141186,,,1,,,,2.2604496E-5,13.960871,383.56292,1.4822907,0
3852988769.69747,,1857,19.1007,19.1007,3999.8618,9.8999999E-6,19.280468,0.40621394,28.310812,0.07424,70.195967,0.1568,150.65119,0.211,0.23044439,6.8108746,0.031746053,98.141686,,,1,,,,2.2239229E-5,13.803572,371.73644,1.4683675,0
3852988924.23366,,1857,18.7999,18.7999,3999.7656,9.8999999E-6,18.977017,0.39982351,27.625697,0.0704,67.756637,0.1455,146.26486,0.2001,0.21763029,6.7165411,0.029865099,98.225059,,,1,,,,2.1890694E-5,13.621749,360.12718,1.455745,0
3852989080.02544,,1857,18.4995,18.4995,3999.814,9.8999999E-6,18.672617,0.39336214,26.934163,0.06701,65.36234,0.1355,141.90532,0.1904,0.27688387,6.6258692,0.028276265,98.294447,,,1,,,,2.1525447E-5,13.433082,348.66663,1.4424418,0
3852989235.5543,,1857,18.1995,18.1995,3999.8262,9.8999999E-6,18.368815,0.38694564,26.265141,0.06324,63.026534,0.1284,137.66825,0.1797,0.24054088,6.5440553,0.027764122,98.302612,,,1,,,,2.1144386E-5,13.251738,337.41337,1.4298767,0
3852989388.82522,,1857,17.9001,17.9001,3999.8262,9.8999999E-6,18.064801,0.38066769,25.609311,0.06044,60.740085,0.1254,133.51803,0.1718,0.25202174,6.4553599,0.026566389,98.351344,,,1,,,,2.0786722E-5,13.088111,326.33703,1.4176359,0
3852989541.82617,,1857,17.6001,17.6001,3999.79,9.8999999E-6,17.760759,0.37395309,24.947947,0.06133,58.525668,0.1267,129.42411,0.1743,0.27103861,6.382713,0.027435613,98.276603,,,1,,,,2.0384458E-5,12.91072,315.44454,1.4046668,0
3852989694.44366,,1857,17.3001,17.3001,3999.8379,9.8999999E-6,17.457677,0.36777427,24.304335,0.05957,56.337775,0.1292,125.40717,0.1693,0.29771174,6.2937754,0.026662869,98.29913,,,1,,,,2.0030616E-5,12.765426,304.77049,1.3921861,0
3852989847.37171,,1857,16.9998,16.9998,3999.814,9.8999999E-6,17.15343,0.36120617,23.690952,0.05833,54.179584,0.1288,121.50583,0.1658,0.28558057,6.2289889,0.027279199,98.239398,,,1,,,,1.9614316E-5,12.587551,294.24018,1.3811203,0
3852989999.20295,,1857,16.6996,16.6996,3999.8738,9.8999999E-6,16.850482,0.35531237,23.098557,0.05774,52.060843,0.1225,117.70359,0.1641,0.2390765,6.1482142,0.02612953,98.288103,,,1,,,,1.9248507E-5,12.457978,283.93875,1.370795,0
3852990152.0174,,1857,16.3996,16.3996,3999.8262,9.8999999E-6,16.546914,0.3486659,22.528231,0.05196,49.968661,0.112,113.99062,0.1477,0.34042828,6.0676838,0.024692416,98.356987,,,1,,,,1.8885913E-5,12.296428,273.80037,1.3614763,0
3852990304.1308,,1857,16.0994,16.0994,3999.8618,9.8999999E-6,16.24333,0.34191075,21.981779,0.0481,47.91074,0.1005,110.37976,0.1367,0.32405807,5.9946,0.024198829,98.366238,,,1,,,,1.8511552E-5,12.135368,263.84577,1.3532803,0
3852990453.88064,,1857,15.7996,15.7996,3999.8618,9.8999999E-6,15.939777,0.33527849,21.424382,0.04532,45.908717,0.09128,106.7937,0.1288,0.27880806,5.9231236,0.023903251,98.3627,,,1,,,,1.812791E-5,11.9892,254.07648,1.344083,0
3852990605.05192,,1857,15.5004,15.5004,3999.8379,9.8999999E-6,15.636748,0.3288293,20.912761,0.04277,43.931244,0.08485,103.36228,0.1215,0.40089615,5.8560921,0.022399467,98.442962,,,1,,,,1.7743034E-5,11.846247,244.50788,1.3374112,0
3852990754.30205,,1857,15.199,15.199,3999.8262,9.8999999E-6,15.33373,0.3224267,20.389419,0.04181,42.002386,0.08106,99.946156,0.1188,0.32003013,5.7904341,0.022437774,98.417686,,,1,,,,1.7354201E-5,11.712184,235.12329,1.3297103,0
3852990903.80146,,1857,14.8998,14.8998,3999.8018,9.8999999E-6,15.030435,0.31586725,19.890393,0.04085,40.125326,0.07953,96.650935,0.1161,0.38508785,5.7251319,0.021533664,98.458334,,,1,,,,1.6972628E-5,11.580868,225.91397,1.3233411,0
3852991054.3565,,1857,14.5999,14.5999,3999.814,9.8999999E-6,14.726909,0.3093004,19.402818,0.03812,38.300803,0.07929,93.440796,0.1083,0.41217287,5.6697437,0.021543689,98.436419,,,1,,,,1.6572111E-5,11.450264,216.88185,1.3175079,0
3852991204.30383,,1857,14.2997,14.2997,3999.7656,9.8999999E-6,14.42384,0.30266691,18.956513,0.03707,36.52528,0.0788,90.396939,0.1053,0.40457623,5.6169548,0.020842387,98.465749,,,1,,,,1.6182977E-5,11.339487,208.04717,1.3142487,0
3852991354.26013,,1857,14.0002,14.0002,3999.8262,9.8999999E-6,14.121082,0.29608694,18.528784,0.03668,34.790977,0.07654,87.447092,0.1042,0.38047961,5.5628522,0.019622502,98.533415,,,1,,,,1.5804968E-5,11.23391,199.40496,1.3121363,0
3852991503.3282,,1857,13.7002,13.7002,3999.814,9.8999999E-6,13.81852,0.28931189,18.118992,0.03432,33.092564,0.07207,84.584109,0.09754,0.34781777,5.5165107,0.019318375,98.535135,,,1,,,,1.5417673E-5,11.125704,190.95151,1.3112107,0
3852991650.95034,,1857,13.3993,13.3993,3999.8379,9.8999999E-6,13.513107,0.28249448,17.74171,0.03299,31.409323,0.06621,81.828688,0.09375,0.35852782,5.4707534,0.018086292,98.606758,,,1,,,,1.5037983E-5,11.033021,182.60406,1.312926,0
3852991798.42683,,1857,13.0998,13.0998,3999.8262,9.8999999E-6,13.21065,0.27563887,17.364027,0.03147,29.785402,0.06012,79.131447,0.08944,0.4732442,5.439261,0.018615185,98.546564,,,1,,,,1.4631926E-5,10.941507,174.52127,1.3143961,0
3852991946.58586,,1857,12.8005,12.8005,3999.79,9.8999999E-6,12.90838,0.26927022,17.01519,0.02912,28.178328,0.05455,76.533026,0.08276,0.51221653,5.4135487,0.018134503,98.564048,,,1,,,,1.4219808E-5,10.878522,166.62626,1.3181507,0
3852992094.89506,,1857,12.5,12.5,3999.8262,9.8999999E-6,12.606117,0.26306549,16.686418,0.02853,26.615725,0.05045,74.036101,0.08108,0.47881835,5.394591,0.017806981,98.570015,,,1,,,,1.3806088E-5,10.827097,158.91418,1.3236763,0
3852992242.91714,,1857,12.2001,12.2001,3999.814,9.8999999E-6,12.303394,0.25687706,16.365031,0.02688,25.109738,0.04867,71.616781,0.0764,0.49714048,5.3745816,0.016590888,98.646986,,,1,,,,1.3402401E-5,10.789182,151.37351,1.3301233,0
3852992390.40191,,1857,11.9008,11.9008,3999.8379,9.8999999E-6,11.998051,0.24991641,16.090115,0.02979,23.660226,0.04949,69.385998,0.08466,0.52892031,5.3686317,0.016769154,98.612442,,,1,,,,1.3003563E-5,10.749163,143.95322,1.3410608,0
3852992538.2807,,1857,11.5998,11.5998,3999.8018,9.8999999E-6,11.695384,0.24334933,15.832182,0.02958,22.28109,0.05112,67.273852,0.08406,0.55662458,5.3684,0.015763471,98.676132,,,1,,,,1.2606877E-5,10.737263,136.782,1.3537121,0
3852992687.36388,,1857,11.2998,11.2998,3999.8262,9.8999999E-6,11.392712,0.2364332,15.645435,0.027,20.944486,0.05143,65.406541,0.07672,0.49252458,5.367721,0.013795608,98.820302,,,1,,,,1.2252554E-5,10.7368,129.79388,1.3732846,0
3852992834.6437,,1857,11.0005,11.0005,3999.8262,9.8999999E-6,11.08983,0.22978901,15.407816,0.02528,19.639838,0.04877,63.426615,0.07185,0.41759542,5.3986773,0.015132261,98.689477,,,1,,,,1.1823111E-5,10.735442,122.98432,1.3893645,0
3852992983.03407,,1857,10.6998,10.6998,3999.79,9.8999999E-6,10.786942,0.22330856,15.27515,0.02333,18.367452,0.04398,61.777212,0.06631,0.50202315,5.4328169,0.0137693,98.786973,,,1,,,,1.144024E-5,10.797355,116.35812,1.4160779,0
3852993131.79866,,1857,10.4001,10.4001,3999.8018,9.8999999E-6,10.484938,0.21692052,15.110199,0.02161,17.137959,0.03869,60.07895,0.06141,0.49584705,5.4757569,0.013381632,98.800995,,,1,,,,1.1039995E-5,10.865634,109.93392,1.4411339,0
3852993283.18896,,1857,10.0997,10.0997,3999.814,9.8999999E-6,10.182664,0.21066608,14.965914,0.01906,15.951885,0.03435,58.482842,0.05417,0.55133458,5.5377989,0.012868365,98.827671,,,1,,,,1.0627075E-5,10.951514,103.68664,1.4697446,0
3852993459.13824,,1857,9.78843,9.78843,3999.8499,9.8999999E-6,9.8278766,0.20322644,14.614421,0.02749,14.60727,0.03056,56.139333,0.07812,1.0490046,5.39815,0.0075576597,99.272161,,,1,,,,1.0441526E-5,11.075598,96.587158,1.4870375,0
3852993608.11891,,1857,9.49986,9.49986,3999.8018,9.8999999E-6,9.5163771,0.19178435,14.755859,0.01644,13.497426,0.02782,55.431436,0.04671,0.44282351,5.723571,0.012435214,98.818441,,,1,,,,9.7511812E-6,10.7963,90.561433,1.5505753,0
3852993773.09626,,1857,9.19157,9.19157,3999.8499,9.8999999E-6,9.2011131,0.18979792,14.688306,0.02131,12.407903,0.02494,54.149936,0.06057,0.0529627,5.7370148,0.0096749739,99.043484,,,1,,,,9.4929538E-6,11.447142,84.660481,1.5963618,0
3852993927.10808,,1857,8.89962,8.89962,3999.8379,9.8999999E-6,8.9084254,0.18160822,14.708182,0.01516,11.446961,0.02229,53.24548,0.04307,0.29951304,5.950004,0.01075698,98.92601,,,1,,,,9.0087935E-6,11.47403,79.360044,1.6510417,0
3852994081.03116,,1857,8.60028,8.60028,3999.7778,9.8999999E-6,8.6055964,0.17653143,14.71074,0.01501,10.498456,0.02001,52.304244,0.04267,0.57114402,6.1188508,0.010691855,98.907446,,,1,,,,8.6084792E-6,11.900008,74.056289,1.7094388,0
3852994238.59027,,1857,8.30004,8.30004,3999.8262,9.8999999E-6,8.3026284,0.17047003,14.727971,0.01263,9.5917432,0.01865,51.4465,0.03589,0.87838431,6.286901,0.0098989054,98.958373,,,1,,,,8.2402269E-6,12.237702,68.933639,1.7738926,0
3852994396.73792,,1857,8,8,3999.8379,9.8999999E-6,7.9992992,0.16382308,14.749077,0.01266,8.7347901,0.01812,50.649525,0.03597,0.71563845,6.484694,0.0097854928,98.938406,,,1,,,,7.8681076E-6,12.573802,63.988788,1.8437961,0
3852994556.50381,,1857,7.69959,7.69959,3999.8018,9.8999999E-6,7.6964819,0.15725354,14.797727,0.01191,7.9224208,0.01771,49.975414,0.03384,0.72271209,6.7039125,0.0088477989,99.006457,,,1,,,,7.5077046E-6,12.969388,59.235834,1.9226612,0
3852994719.97571,,1857,7.40009,7.40009,3999.8499,9.8999999E-6,7.3935674,0.15087951,14.850443,0.01259,7.1475017,0.01671,49.350304,0.03579,0.46795365,6.9705161,0.0089948927,98.952997,,,1,,,,7.1347183E-6,13.407825,54.664839,2.0085626,0
3852994880.95884,,1857,7.10027,7.10027,3999.7778,9.8999999E-6,7.0907263,0.14461282,14.898777,0.01239,6.4144753,0.01484,48.754638,0.03522,0.93009428,7.2539206,0.0084736324,98.972191,,,1,,,,6.773845E-6,13.941032,50.278399,2.1011638,0
3852995012.1524,Error: Warning: Current field is 3999.7656 Oe;
3852995012.1786,Error: but addenda was obtained at 0.14392263 Oe.
3852995122.48121,,1857,6.80035,6.80035,3999.7778,9.8999999E-6,6.7911627,0.14491659,14.96363,0.01114,5.7249895,0.01256,48.249455,0.03165,2.5983763,7.5849471,0.008270002,98.951243,,,1,,,,6.4136399E-6,15.194731,46.119891,2.2033974,0
3852995290.59048,,1857,6.49974,6.49974,3999.73,9.8999999E-6,6.485717,0.13231067,15.003341,0.01139,5.0638373,0.01034,47.701154,0.03237,7.5885127,7.9497225,0.0077531455,98.965743,,,1,,,,6.0505045E-6,15.169894,42.064525,2.3132895,0
3852995461.0489,,1857,6.2,6.2,3999.7656,9.8999999E-6,6.1833724,0.12601524,15.027996,0.01116,4.4521565,0.008617,47.159541,0.0317,0.98554653,8.3375327,0.0072311074,98.978826,,,1,,,,5.7041947E-6,15.899445,38.234095,2.4303884,0
3852995633.28215,,1857,5.89979,5.89979,3999.7656,9.8999999E-6,5.8814149,0.11973064,15.0248,0.01052,3.8858005,0.007395,46.584102,0.02991,1.157949,8.7452503,0.0066282537,99.001872,,,1,,,,5.3719418E-6,16.675065,34.591041,2.5546234,0
3852995809.06581,,1857,5.59986,5.59986,3999.7656,9.8999999E-6,5.5796593,0.11345677,14.99966,0.01117,3.3715514,0.006637,45.998408,0.03176,1.853516,9.2289465,0.0063548476,98.978742,,,1,,,,5.0283394E-6,17.490501,31.132598,2.6882753,0
3852995988.32642,,1857,5.3001,5.3001,3999.79,9.8999999E-6,5.2760822,0.10735122,14.92593,0.01302,2.9089748,0.006268,45.326301,0.03701,1.6449695,9.7181104,0.0058517609,98.989711,,,1,,,,4.7058196E-6,18.457893,27.837043,2.8289798,0
3852996170.50299,,1857,5.00024,5.00024,3999.8262,9.8999999E-6,4.9749915,0.1012902,14.794707,0.01233,2.4963445,0.006063,44.540753,0.03503,1.8599344,10.278773,0.0054248813,98.994476,,,1,,,,4.3725154E-6,19.436221,24.75054,2.9738155,0
3852996356.80596,,1857,4.6999,4.6999,3999.814,9.8999999E-6,4.6750189,0.095407487,14.611067,0.01189,2.1198038,0.005751,43.642336,0.03379,0.74840958,10.840384,0.0049855487,98.996629,,,1,,,,4.0628569E-6,20.557546,21.855801,3.1253494,0
3852996547.9269,,1857,4.39965,4.39965,3999.79,9.8999999E-6,4.3750064,0.089662585,14.348239,0.01175,1.7682367,0.005103,42.543849,0.03339,1.0358356,11.475205,0.0046435231,98.97536,,,1,,,,3.7427303E-6,21.680768,19.140681,3.2795927,0
3852996743.1635,,1857,4.10007,4.10007,3999.8262,9.8999999E-6,4.0754221,0.08347558,14.186422,0.0102,1.4442052,0.004202,41.759956,0.02898,0.91212391,12.26289,0.0041417547,98.979382,,,1,,,,3.4381316E-6,22.95041,16.609065,3.4809699,0
3852996943.85894,,1857,3.79975,3.79975,3999.7539,9.8999999E-6,3.7717987,0.066838714,17.530044,0.03651,1.1514628,0.003266,50.969302,0.1038,1.2575911,16.105702,0.0046207108,98.684915,,,1,,,,3.2049748E-6,24.525779,14.226466,4.6476614,0
3852997172.19693,,1857,3.50013,3.50013,3999.79,9.8999999E-6,3.4795658,0.071567272,16.914573,0.04105,0.9098946,0.002553,48.978657,0.1167,7.2155921,17.179249,0.004229546,98.632285,,,1,,,,2.889125E-6,32.211404,12.107378,4.8611162,0
3852997408.08728,,1857,3.1997,3.1997,3999.8018,9.8999999E-6,3.1857063,0.071295416,14.201115,0.02737,0.70761116,0.00207,41.065119,0.07778,22.312503,15.927927,0.0031198824,98.830582,,,1,,,,2.6076536E-6,34.358498,10.148724,4.4577604,0
3852997634.6983,,1857,2.89974,2.89974,3999.79,9.8999999E-6,2.8874092,0.064809164,11.878173,0.02042,0.53911184,0.001737,34.295154,0.05804,1.5707853,14.939677,0.002584902,98.869762,,,1,,,,2.3210033E-6,31.855854,8.337132,4.1137822,0
3852997856.41002,,1857,2.60035,2.60035,3999.7656,9.8999999E-6,2.5926293,0.057813727,10.104209,0.01535,0.40325841,0.00148,29.117955,0.04364,1.3724,14.389146,0.0021979234,98.869474,,,1,,,,2.0461115E-6,29.879354,6.7217265,3.8972827,0
3852998073.08852,,1857,2.29991,2.29991,3999.8499,9.8999999E-6,2.3005363,0.051348283,8.7046505,0.01208,0.2951827,0.001249,25.032536,0.03432,1.0677592,14.1397,0.0018907786,98.839621,,,1,,,,1.7906722E-6,28.778292,5.2924673,3.7837484,0
3852998287.34974,,1857,1.9999,1.9999,3999.8262,9.8999999E-6,2.0088207,0.045635009,7.4807113,0.01014,0.21156402,0.001043,21.47066,0.02883,0.78712257,14.163057,0.0017135067,98.74482,,,1,,,,1.5348566E-6,28.2794,4.0353608,3.7239317,0
3852998702.68725,Error: Warning: Current field is 4999.8003 Oe;
3852998702.71286,Error: but addenda was obtained at 0.14392263 Oe.
3852998813.34359,,1857,20.0002,20.0002,4999.8364,9.8999999E-6,20.177437,0.43046014,30.64184,0.07705,77.511496,0.1813,164.59116,0.219,4.4583124,7.2193109,0.037827042,97.916099,,,1,,,,2.2935272E-5,14.182561,407.12896,1.518619,0
3852998970.5382,,1857,19.6996,19.6996,4999.8486,9.8999999E-6,19.889811,0.42359786,29.816475,0.08297,75.155595,0.1767,159.88969,0.2358,0.23929163,7.0088682,0.032590742,98.148336,,,1,,,,2.2933923E-5,14.438622,395.6046,1.4990828,0
3852999123.79115,,1857,19.4003,19.4003,4999.8125,9.8999999E-6,19.585206,0.41265567,29.1248,0.08128,72.681295,0.168,155.44975,0.231,0.18842318,6.9114016,0.032157377,98.145869,,,1,,,,2.2612809E-5,14.017736,383.58031,1.4870816,0
3852999280.54819,,1857,19.101,19.101,4999.8486,9.8999999E-6,19.280133,0.40595936,28.438515,0.07463,70.193143,0.1568,151.01127,0.2121,0.22606991,6.8238291,0.030737519,98.203026,,,1,,,,2.2246502E-5,13.822803,371.72353,1.4750165,0
3852999436.23939,,1857,18.8004,18.8004,4999.8125,9.8999999E-6,18.976825,0.39964288,27.754417,0.07061,67.754852,0.1455,146.62888,0.2007,0.21325564,6.7271442,0.028667672,98.297724,,,1,,,,2.1906291E-5,13.647658,360.11988,1.4625427,0
3852999590.08324,,1857,18.4999,18.4999,4999.8242,9.8999999E-6,18.672315,0.39308701,27.080314,0.06811,65.360812,0.1355,142.31913,0.1936,0.21366372,6.6469283,0.028452867,98.288442,,,1,,,,2.1520757E-5,13.454288,348.65536,1.4502922,0
3852999745.03587,,1857,18.2005,18.2005,4999.8242,9.8999999E-6,18.368909,0.3870191,26.39968,0.06382,63.028313,0.1284,138.05237,0.1814,0.24544182,6.5627769,0.028181341,98.281339,,,1,,,,2.1144775E-5,13.293857,337.4168,1.4371937,0
3852999899.5138,,1857,17.8998,17.8998,4999.8604,9.8999999E-6,18.065008,0.38058478,25.737993,0.06138,60.742343,0.1254,133.88598,0.1744,0.24073708,6.4736192,0.026580279,98.354293,,,1,,,,2.0785493E-5,13.125554,326.34451,1.424743,0
3853000053.1976,,1857,17.6004,17.6004,4999.8242,9.8999999E-6,17.760503,0.37387976,25.089706,0.06155,58.52545,0.1267,129.82675,0.1749,0.27752839,6.4104508,0.028623894,98.209131,,,1,,,,2.0364254E-5,12.947238,315.43546,1.4126687,0
3853000205.3585,,1857,17.2999,17.2999,4999.8604,9.8999999E-6,17.457673,0.36806659,24.455278,0.06093,56.33932,0.1292,125.83767,0.1731,0.28207134,6.3209297,0.027226892,98.269608,,,1,,,,2.0015486E-5,12.820902,304.77035,1.4008327,0
3853000357.8213,,1857,17,17,4999.8242,9.8999999E-6,17.153878,0.36123452,23.856542,0.05991,54.183011,0.1288,121.97984,0.1703,0.27822324,6.2429689,0.026611615,98.284622,,,1,,,,1.9644554E-5,12.641859,294.25554,1.3907375,0
3853000509.38976,,1857,16.6996,16.6996,4999.8486,9.8999999E-6,16.849706,0.35484348,23.271659,0.05626,52.055753,0.1225,118.19043,0.1599,0.29703091,6.1705331,0.025551499,98.330169,,,1,,,,1.9256277E-5,12.485938,283.91259,1.3811314,0
3853000663.22709,,1857,16.4004,16.4004,4999.8486,9.8999999E-6,16.546592,0.34843635,22.711528,0.05185,49.967348,0.112,114.51021,0.1473,0.30816322,6.0967973,0.024535372,98.373359,,,1,,,,1.8881094E-5,12.341066,273.78971,1.3725804,0
3853000815.01758,,1857,16.1002,16.1002,4999.8364,9.8999999E-6,16.243449,0.3418304,22.169695,0.04857,47.911597,0.1006,110.91465,0.138,0.32510599,6.0136444,0.022789756,98.463854,,,1,,,,1.8537031E-5,12.193595,263.84963,1.3648391,0
3853000965.51227,,1857,15.7997,15.7997,4999.8604,9.8999999E-6,15.940578,0.3351673,21.60738,0.04477,45.8952,0.09123,107.30024,0.1272,0.29041273,5.9466473,0.023084812,98.422592,,,1,,,,1.8138899E-5,12.027289,254.10204,1.3554954,0
3853001116.69993,,1857,15.4993,15.4993,4999.8364,9.8999999E-6,15.63635,0.32861107,21.092604,0.04369,43.930624,0.08485,103.87274,0.1242,0.3579193,5.8965289,0.023998445,98.341514,,,1,,,,1.7715253E-5,11.893295,244.49544,1.3489468,0
3853001268.18934,,1857,15.2001,15.2001,4999.8726,9.8999999E-6,15.333655,0.32260285,20.594164,0.04215,42.003428,0.08106,100.52905,0.1198,0.28760371,5.8280269,0.022745494,98.403684,,,1,,,,1.7344456E-5,11.793058,235.12099,1.3430694,0
3853001418.16255,,1857,14.9,14.9,4999.8604,9.8999999E-6,15.029688,0.31593987,20.104355,0.04002,40.122411,0.07953,97.256069,0.1137,0.32858927,5.7684971,0.021960027,98.436682,,,1,,,,1.6952623E-5,11.656054,225.89153,1.3376428,0
3853001566.81416,,1857,14.6005,14.6005,4999.8486,9.8999999E-6,14.726658,0.30936502,19.636489,0.03901,38.30046,0.07929,94.104511,0.1109,0.34960219,5.7104596,0.021093787,98.476308,,,1,,,,1.6569321E-5,11.536994,216.87446,1.3333975,0
3853001717.35662,,1857,14.3003,14.3003,4999.8604,9.8999999E-6,14.423667,0.30269035,19.185783,0.0387,36.525506,0.0788,91.048717,0.11,0.38780877,5.6577806,0.020791516,98.476767,,,1,,,,1.6182251E-5,11.420919,208.04216,1.3301599,0
3853001867.94983,,1857,14.0005,14.0005,4999.8843,9.8999999E-6,14.120682,0.29616752,18.762493,0.03893,34.790478,0.07654,88.110758,0.1106,0.35050589,5.6141245,0.020235098,98.497517,,,1,,,,1.5782469E-5,11.315561,199.39366,1.3287243,0
3853002017.48049,,1857,13.6994,13.6994,4999.8843,9.8999999E-6,13.818534,0.28950612,18.369205,0.03579,33.09389,0.07207,85.296505,0.1017,0.401387,5.5622285,0.018903371,98.573786,,,1,,,,1.5418342E-5,11.228249,190.95187,1.3293166,0
3853002166.07483,,1857,13.4008,13.4008,4999.8604,9.8999999E-6,13.512963,0.28265467,17.97609,0.03409,31.410683,0.06622,82.49612,0.09687,0.53022051,5.5288683,0.019458153,98.512415,,,1,,,,1.5007685E-5,11.124457,182.60016,1.3302849,0
3853002314.91406,,1857,13.0998,13.0998,4999.8242,9.8999999E-6,13.210711,0.27600407,17.656403,0.03159,29.772659,0.06007,79.949592,0.08979,0.38659558,5.4904642,0.017033924,98.676205,,,1,,,,1.4638724E-5,11.057737,174.52288,1.3365218,0
3853002464.61225,,1857,12.7998,12.7998,4999.9082,9.8999999E-6,12.908859,0.26930503,17.327778,0.02884,28.168252,0.05452,77.411282,0.08194,0.404541,5.4659737,0.016666736,98.685913,,,1,,,,1.4238941E-5,10.980928,166.63863,1.3423168,0
3853002614.82908,,1857,12.5003,12.5003,4999.9082,9.8999999E-6,12.606102,0.26272921,16.993033,0.02721,26.616419,0.05045,74.908152,0.07733,0.44706894,5.4489664,0.016819415,98.655456,,,1,,,,1.3825332E-5,10.931947,158.9138,1.3480006,0
